"ENTITY_CD","ENTITY_NAME","YEAR","PK12 Enrollment","SWD Enrollment","Special Education Expenditures","Special Education Expenditures/Pupil","Total Expenditures","General Education Expenditures","General Education Expenditures/Pupil"
"030601060000","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","2021-22",1387,143,3034713,21221.7692307692,32741555,29706842,21418.0547945205
"030601060000","SUSQUEHANNA VALLEY CSD","2022-23",1423,164,3165889,19304.2012195122,34551300.9,31385411.9,22055.8059732959
"030601060000","SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT","2023-24",1441,174,3395196.25,19512.6221264368,37082509.8,33687313.55,23377.7332061069
"030601060000","SUSQUEHANNA VALLEY CSD","2024-25",1442,184,3597367.03,19550.9077717391,38298894.18,34701527.15,24064.8593273232
"030701060000","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","2018-19",1765,257,3453177,13436.486381323,30656890,27203713,15412.8685552408
"030701060000","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","2019-20",1720,261,3420213,13104.2643678161,31135137.14,27714924.14,16113.3279883721
"030701060000","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","2020-21",1614,251,3103107,12362.9760956175,30426441.03,27323334.03,16928.9554089219
"030701060000","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","2021-22",1650,249,3208680,12886.265060241,32099006,28890326,17509.2884848485
"030701060000","CHENANGO VALLEY CSD","2022-23",1654,230,3769637,16389.7260869565,34014776.19,30245139.19,18286.0575513906
"030701060000","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","2023-24",1658,239,3604106.85,15079.9449790795,38010495.66,34406388.81,20751.7423462002
"030701060000","CHENANGO VALLEY CSD","2024-25",1653,235,4068523.93,17312.867787234,42242308.72,38173784.79,23093.6387114338
"031101060000","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","2018-19",2507,354,5060729,14295.8446327684,39284380,34223651,13651.2369365776
"031101060000","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","2019-20",2491,342,5534270,16182.0760233918,39700941.2,34166671.2,13716.0462464874
"031101060000","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","2020-21",2455,358,5426727,15158.4553072626,39376692.68,33949965.68,13828.9065906314
"031101060000","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","2021-22",2504,382,5297468,13867.7172774869,41844031,36546563,14595.2727635783
"031101060000","MAINE-ENDWELL CSD","2022-23",2494,395,5504318,13934.982278481,45205820.7,39701502.7,15918.8062149158
"031101060000","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","2023-24",2570,382,7051313.85,18458.9367801047,54888336.89,47837023.04,18613.6276420233
"031101060000","MAINE-ENDWELL CSD","2024-25",2506,398,7367285.63,18510.7679145729,60710666.21,53343380.58,21286.2651955307
"031301040000","DEPOSIT CENTRAL SCHOOL DISTRICT","2018-19",491,90,1426152,15846.1333333333,12633148,11206996,22824.8391038697
"031301040000","DEPOSIT CENTRAL SCHOOL DISTRICT","2019-20",483,98,1492293,15227.4795918367,12774781.44,11282488.44,23359.1893167702
"031301040000","DEPOSIT CENTRAL SCHOOL DISTRICT","2020-21",469,82,1656452,20200.6341463415,13618097.22,11961645.22,25504.5740298507
"031301040000","DEPOSIT CENTRAL SCHOOL DISTRICT","2021-22",476,71,1374420,19358.0281690141,13558128,12183708,25596.025210084
"031301040000","DEPOSIT CSD","2022-23",471,74,1521404,20559.5135135135,14722458.13,13201054.13,28027.7157749469
"031301040000","DEPOSIT CENTRAL SCHOOL DISTRICT","2023-24",475,81,1557988.37,19234.4243209877,16458605.96,14900617.59,31369.7212421053
"031301040000","DEPOSIT CSD","2024-25",486,80,1491606.59,18645.082375,16822423.34,15330816.75,31544.8904320988
"031401060000","WHITNEY POINT CENTRAL SCHOOL DISTRICT","2018-19",1490,219,2608007,11908.7077625571,26858831,24250824,16275.7208053691
"031401060000","WHITNEY POINT CENTRAL SCHOOL DISTRICT","2019-20",1359,228,2745968,12043.7192982456,27514443,24768475,18225.515084621
"031401060000","WHITNEY POINT CENTRAL SCHOOL DISTRICT","2020-21",1408,228,3011322,13207.5526315789,27658699.7,24647377.7,17505.23984375
"031401060000","WHITNEY POINT CENTRAL SCHOOL DISTRICT","2021-22",1378,215,3287506,15290.7255813953,28414445,25126939,18234.3534107402
"031401060000","WHITNEY POINT CSD","2022-23",1378,230,3563199,15492.1695652174,30738193.6,27174994.6,19720.6056603774
"031401060000","WHITNEY POINT CENTRAL SCHOOL DISTRICT","2023-24",1442,240,3908580.11,16285.7504583333,37508805.97,33600225.86,23301.1275034674
"031401060000","WHITNEY POINT CSD","2024-25",1374,267,4857465.4,18192.7543071161,39456773.99,34599308.59,25181.4472998544
"031501060000","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","2018-19",3799,488,7787454,15957.8975409836,65825393,58037939,15277.1621479337
"031501060000","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","2019-20",3569,466,7607769,16325.6845493562,67317197.81,59709428.81,16730.016478005
"031501060000","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","2020-21",3464,458,7723227,16862.9410480349,68230872.68,60507645.68,17467.5651501155
"031501060000","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","2021-22",3313,468,8329756,17798.6239316239,70178103,61848347,18668.3812254754
"031501060000","UNION-ENDICOTT CSD","2022-23",3469,474,8415075,17753.3227848101,73127099.11,64712024.11,18654.3742029403
"031501060000","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","2023-24",3529,471,10301159.57,21870.8271125265,86825533.07,76524373.5,21684.4356758288
"031501060000","UNION-ENDICOTT CSD","2024-25",3461,459,9428646.53,20541.7135729847,90276311.63,80847665.1,23359.6258595782
"031502060000","JOHNSON CITY CENTRAL SCHOOL DISTRICT","2018-19",2469,302,5844251,19351.8245033113,42597994,36753743,14886.0846496557
"031502060000","JOHNSON CITY CENTRAL SCHOOL DISTRICT","2019-20",2347,301,6075876,20185.634551495,43153232.06,37077356.06,15797.7656838517
"031502060000","JOHNSON CITY CENTRAL SCHOOL DISTRICT","2020-21",2196,308,6146306,19955.538961039,42073203.3,35926897.3,16360.1535974499
"031502060000","JOHNSON CITY CENTRAL SCHOOL DISTRICT","2021-22",2193,322,6280690,19505.248447205,50023791,43743101,19946.6944824441
"031502060000","JOHNSON CITY CSD","2022-23",2214,336,6290113,18720.5744047619,49510775.27,43220662.27,19521.5276738934
"031502060000","JOHNSON CITY CENTRAL SCHOOL DISTRICT","2023-24",2284,375,7148546.24,19062.7899733333,62225048.6,55076502.36,24114.055323993
"031502060000","JOHNSON CITY CSD","2024-25",2272,394,7569089.59,19210.887284264,63716613.54,56147523.95,24712.8186399648
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT","2018-19",3380,382,8022387,21001.0130890052,59608369,51585982,15262.124852071
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT","2019-20",3291,363,8628511,23770.0027548209,60629232.36,52000721.36,15800.8876815558
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT","2020-21",3195,329,7801849,23713.8267477204,60886686.7,53084837.7,16614.9726760563
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT","2021-22",3226,357,8084113,22644.5742296919,63732549,55648436,17249.9801611903
"031601060000","VESTAL CSD","2022-23",3315,390,8706886,22325.3487179487,65778108.85,57071222.85,17216.055158371
"031601060000","VESTAL CENTRAL SCHOOL DISTRICT","2023-24",3477,421,9461692.32,22474.3285510689,76651911.94,67190219.62,19324.1931607708
"031601060000","VESTAL CSD","2024-25",3403,437,9091932.88,20805.3383981693,76432247.85,67340314.97,19788.5145371731
"031701060000","WINDSOR CENTRAL SCHOOL DISTRICT","2018-19",1667,206,3588941,17422.0436893204,32736557,29147616,17485.0725854829
"031701060000","WINDSOR CENTRAL SCHOOL DISTRICT","2019-20",1617,233,3588955,15403.2403433476,32987238.73,29398283.73,18180.7567903525
"031701060000","WINDSOR CENTRAL SCHOOL DISTRICT","2020-21",1589,200,3632231,18161.155,31848468.82,28216237.82,17757.2295909377
"031701060000","WINDSOR CENTRAL SCHOOL DISTRICT","2021-22",1643,196,4074251,20786.9948979592,35640649,31566398,19212.6585514303
"031701060000","WINDSOR CSD","2022-23",1627,223,4573468,20508.8251121076,37985304.46,33411836.46,20535.8552304856
"031701060000","WINDSOR CENTRAL SCHOOL DISTRICT","2023-24",1588,259,4607543.68,17789.7439382239,43147424.78,38539881.1,24269.4465365239
"031701060000","WINDSOR CSD","2024-25",1536,267,5194721.38,19455.8853183521,44326283.33,39131561.95,25476.2773111979
"040204040000","WEST VALLEY CENTRAL SCHOOL DISTRICT","2018-19",229,42,420144,10003.4285714286,7158394,6738250,29424.672489083
"040204040000","WEST VALLEY CENTRAL SCHOOL DISTRICT","2019-20",200,43,665974,15487.7674418605,7277261,6611287,33056.435
"040204040000","WEST VALLEY CENTRAL SCHOOL DISTRICT","2020-21",198,51,589909,11566.8431372549,7326693,6736784,34024.1616161616
"040204040000","WEST VALLEY CENTRAL SCHOOL DISTRICT","2021-22",199,40,372655,9316.375,7274477,6901822,34682.5226130653
"040204040000","WEST VALLEY CSD","2022-23",213,39,330212.07,8466.97615384615,7201106.75,6870894.68,32257.7215023474
"040204040000","WEST VALLEY CENTRAL SCHOOL DISTRICT","2023-24",204,50,409072.37,8181.4474,8755015.83,8345943.46,40911.4875490196
"040204040000","WEST VALLEY CSD","2024-25",186,43,951128.36,22119.2641860465,8853842.69,7902714.33,42487.7114516129
"040302060000","ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT","2018-19",1180,139,1494131.1,10749.1446043165,16868516.4,15374385.3,13029.1400847458
"040302060000","ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT","2019-20",1156,137,3270644,23873.3138686131,18920654.4,15650010.4,13538.0712802768
"040302060000","ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT","2020-21",1066,115,3052123,26540.2,18779640,15727517,14753.7682926829
"040302060000","ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT","2021-22",1095,115,3372945,29329.9565217391,20293976,16921031,15452.996347032
"040302060000","ALLEGANY-LIMESTONE CSD","2022-23",1063,105,3352548,31929.0285714286,21169189.92,17816641.92,16760.7167638758
"040302060000","ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT","2023-24",1037,115,3746327.91,32576.7644347826,27014367.98,23268040.07,22437.8399903568
"040302060000","ALLEGANY-LIMESTONE CSD","2024-25",1028,116,3909927.16,33706.2686206897,26443801.99,22533874.83,21920.1117023346
"040901040000","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","2018-19",631,81,0,0,2552470,2552470,4045.11885895404
"040901040000","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","2019-20",600,70,375289,5361.27142857143,10200126,9824837,16374.7283333333
"040901040000","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","2020-21",608,68,675001,9926.48529411765,10694717,10019716,16479.7960526316
"040901040000","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","2021-22",589,76,586199,7713.1447368421,11504538,10918339,18537.078098472
"040901040000","ELLICOTTVILLE CSD","2022-23",554,80,819369,10242.1125,12434970,11615601,20966.7888086643
"040901040000","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","2023-24",539,87,1629156.06,18725.9317241379,14287763.71,12658607.65,23485.3574211503
"040901040000","ELLICOTTVILLE CSD","2024-25",512,82,1567950.47,19121.347195122,14642957.36,13075006.89,25537.1228320312
"041101040000","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","2018-19",642,73,2977372,40785.9178082192,16451216,13473844,20987.2959501558
"041101040000","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","2019-20",635,83,3087511,37198.9277108434,15953229,12865718,20260.9732283465
"041101040000","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","2020-21",605,84,2974666,35412.6904761905,16150545,13175879,21778.3123966942
"041101040000","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","2021-22",581,70,2657322,37961.7428571429,16515900,13858578,23852.9741824441
"041101040000","FRANKLINVILLE CSD","2022-23",586,79,2852174,36103.4683544304,17146044,14293870,24392.2696245734
"041101040000","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","2023-24",589,88,3514922,39942.2954545455,20214499,16699577,28352.4227504244
"041101040000","FRANKLINVILLE CSD","2024-25",601,97,4152910,42813.5051546392,23749806,19596896,32607.1480865225
"041401040000","HINSDALE CENTRAL SCHOOL DISTRICT","2018-19",421,55,0,0,8673745,8673745,20602.7197149644
"041401040000","HINSDALE CENTRAL SCHOOL DISTRICT","2019-20",404,51,0,0,8329031,8329031,20616.4133663366
"041401040000","HINSDALE CENTRAL SCHOOL DISTRICT","2020-21",380,51,1390023,27255.3529411765,8408155,7018132,18468.7684210526
"041401040000","HINSDALE CSD","2022-23",376,53,1726621,32577.7547169811,10486199.22,8759578.22,23296.7505851064
"041401040000","HINSDALE CENTRAL SCHOOL DISTRICT","2023-24",369,63,2044096.46,32445.9755555556,11870550.34,9826453.88,26629.9563143631
"041401040000","HINSDALE CSD","2024-25",350,65,2035965.23,31322.542,11874141.61,9838176.38,28109.0753714286
"042302040000","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT","2018-19",919,143,2275843.26,15914.9878321678,17203701.14,14927857.88,16243.5885527748
"042302040000","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT","2019-20",918,146,1676959.85,11486.026369863,17774809.68,16097849.83,17535.7841285403
"042302040000","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT","2020-21",868,142,1484009.23,10450.7692253521,17801761.21,16317751.98,18799.2534331797
"042302040000","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT","2021-22",824,137,1842610,13449.7080291971,19435840,17593230,21351.0072815534
"042302040000","CATTARAUGUS-LITTLE VALLEY CSD","2022-23",840,142,1900595.59,13384.4759859155,19580147.47,17679551.88,21047.0855714286
"042302040000","CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT","2023-24",829,152,2016038.22,13263.4093421053,23912794.92,21896756.7,26413.4580217129
"042302040000","CATTARAUGUS-LITTLE VALLEY CSD","2024-25",809,147,2336526.47,15894.7378911565,26472739.75,24136213.28,29834.6270457355
"042400010000","OLEAN CITY SCHOOL DISTRICT","2018-19",2033,322,7198259,22354.8416149068,37172243,29973984,14743.7206099361
"042400010000","OLEAN CITY SCHOOL DISTRICT","2019-20",2003,347,5214086,15026.1844380403,37453653,32239567,16095.6400399401
"042400010000","OLEAN CITY SCHOOL DISTRICT","2020-21",1929,336,5371786,15987.4583333333,37692524,32320738,16755.177812338
"042400010000","OLEAN CITY SCHOOL DISTRICT","2021-22",1897,328,5505641,16785.4908536585,40862950,35357309,18638.5392725356
"042400010000","OLEAN CITY SD","2022-23",1867,354,4215346.03,11907.7571468927,40161730.79,35946384.76,19253.5537011248
"042400010000","OLEAN CITY SCHOOL DISTRICT","2023-24",1891,366,0,0,46031012.83,46031012.83,24342.1537969328
"042400010000","OLEAN CITY SD","2024-25",1831,400,0,0,48622122.19,48622122.19,26554.9547733479
"042801060000","GOWANDA CENTRAL SCHOOL DISTRICT","2018-19",1151,199,3811071.47,19151.1129145729,25646108.55,21835037.08,18970.4926846221
"042801060000","GOWANDA CENTRAL SCHOOL DISTRICT","2019-20",1063,200,4043703,20218.515,25590259,21546556,20269.5729068674
"042801060000","GOWANDA CENTRAL SCHOOL DISTRICT","2020-21",1004,196,4415954,22530.3775510204,24788754,20372800,20291.6334661355
"042801060000","GOWANDA CENTRAL SCHOOL DISTRICT","2021-22",1006,219,4368254,19946.3652968037,27355059,22986805,22849.7067594433
"042801060000","GOWANDA CSD","2022-23",1069,242,4632321,19141.8223140496,28096039,23463718,21949.2217025257
"042801060000","GOWANDA CENTRAL SCHOOL DISTRICT","2023-24",1052,259,5820038.3,22471.1903474903,33402177.34,27582139.04,26218.7633460076
"042801060000","GOWANDA CSD","2024-25",1053,242,5704954.57,23574.1924380165,34606779,28901824.43,27447.12671415
"042901040000","PORTVILLE CENTRAL SCHOOL DISTRICT","2018-19",1027,103,1491695.46,14482.4801941748,14581922.46,13090227,12746.0827653359
"042901040000","PORTVILLE CENTRAL SCHOOL DISTRICT","2019-20",1030,117,1378612.42,11783.0121367521,14736508,13357895.58,12968.8306601942
"042901040000","PORTVILLE CENTRAL SCHOOL DISTRICT","2020-21",968,98,1299418.47,13259.3721428571,14927064.28,13627645.81,14078.1464979339
"042901040000","PORTVILLE CENTRAL SCHOOL DISTRICT","2021-22",988,103,1283795,12464.0291262136,16680799,15397004,15584.012145749
"042901040000","PORTVILLE CSD","2022-23",969,104,1237893,11902.8173076923,17124628.38,15886735.38,16394.979752322
"042901040000","PORTVILLE CENTRAL SCHOOL DISTRICT","2023-24",1002,83,1210554.74,14584.9968674699,21774714.08,20564159.34,20523.1131137725
"042901040000","PORTVILLE CSD","2024-25",979,76,1120974.58,14749.6655263158,21719272.34,20598297.76,21040.1407150153
"043001040000","RANDOLPH CENTRAL SCHOOL DISTRICT","2018-19",902,130,1663810.34,12798.5410769231,16197020.3,14533209.96,16112.2061640798
"043001040000","RANDOLPH CENTRAL SCHOOL DISTRICT","2019-20",903,139,4052984,29158.1582733813,16612597,12559613,13908.7630121816
"043001040000","RANDOLPH CENTRAL SCHOOL DISTRICT","2020-21",874,123,1933150,15716.6666666667,16052693,14119543,16155.0835240275
"043001040000","RANDOLPH CENTRAL SCHOOL DISTRICT","2021-22",839,120,1895832,15798.6,16393053,14497221,17279.1668653159
"043001040000","RANDOLPH CSD","2022-23",853,118,2271285,19248.1779661017,18831280,16559995,19413.8276670574
"043001040000","RANDOLPH CENTRAL SCHOOL DISTRICT","2023-24",813,117,0,0,22454689,22454689,27619.5436654367
"043001040000","RANDOLPH CSD","2024-25",815,130,3295707,25351.5923076923,24116719,20821012,25547.2539877301
"043011020000","RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT","2020-21",155,139,4970892,35761.8129496403,8679026,3708134,23923.4451612903
"043011020000","RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT","2021-22",150,138,4657485,33749.8913043478,8232404,3574919,23832.7933333333
"043011020000","RANDOLPH ACAD UFSD","2022-23",152,139,5024790,36149.5683453237,8828697,3803907,25025.7039473684
"043011020000","RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT","2023-24",165,154,4902600,31835.0649350649,9572484,4669884,28302.3272727273
"043011020000","RANDOLPH ACAD UFSD","2024-25",162,144,5080322,35280.0138888889,10005872,4925550,30404.6296296296
"043200050000","SALAMANCA CITY SCHOOL DISTRICT","2018-19",1271,152,3930817,25860.6381578947,31098189.52,27167372.52,21374.8013532651
"043200050000","SALAMANCA CITY SCHOOL DISTRICT","2019-20",1263,157,2759319.2,17575.2815286624,31091797.17,28332477.97,22432.6824782264
"043200050000","SALAMANCA CITY SCHOOL DISTRICT","2020-21",1282,154,3216345,20885.3571428571,32004037,28787692,22455.2979719189
"043200050000","SALAMANCA CITY SCHOOL DISTRICT","2021-22",1281,160,3467362,21671.0125,38827364,35360002,27603.4363778298
"043200050000","SALAMANCA CITY SD","2022-23",1293,171,3879477,22687,43474120,39594643,30622.3070378964
"043200050000","SALAMANCA CITY SCHOOL DISTRICT","2023-24",1317,185,7111973,38443.0972972973,53754825,46642852,35415.9848139711
"043200050000","SALAMANCA CITY SD","2024-25",1323,220,9134778.02,41521.7182727273,56633822.27,47499044.25,35902.5277777778
"043501060000","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","2018-19",2479,495,9314192,18816.5494949495,42813097,33498905,13513.0718031464
"043501060000","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","2019-20",2407,536,8978824.16,16751.5376119403,41991860.62,33013036.46,13715.428525135
"043501060000","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","2020-21",2238,519,2946070.26,5676.43595375723,41814188.93,38868118.67,17367.3452502234
"043501060000","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","2021-22",2249,533,3648856,6845.88367729831,44299249,40650393,18074.8746109382
"043501060000","YORKSHIRE-PIONEER CSD","2022-23",2192,533,10354005.82,19425.9021013133,51451711.47,41097705.65,18748.9533074818
"043501060000","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","2023-24",2210,536,6928611.2,12926.5134328358,51741216.24,44812605.04,20277.1968506787
"043501060000","YORKSHIRE-PIONEER CSD","2024-25",2137,504,6702965.63,13299.5349801587,56637051.31,49934085.68,23366.4415910154
"050100010000","AUBURN CITY SCHOOL DISTRICT","2018-19",4478,578,6929063.66,11987.9994117647,66283661.81,59354598.15,13254.7115118356
"050100010000","AUBURN CITY SCHOOL DISTRICT","2019-20",4106,637,15118689.45,23734.2063579278,65325322.79,50206633.34,12227.6262396493
"050100010000","AUBURN CITY SCHOOL DISTRICT","2020-21",3956,643,5676578.98,8828.27213063764,65826442.3,60149863.32,15204.7177249747
"050100010000","AUBURN CITY SCHOOL DISTRICT","2021-22",3843,637,10615414,16664.7001569859,73386763,62771349,16333.9445745511
"050100010000","AUBURN CITY SD","2022-23",3788,667,11591072.69,17377.9200749625,80544943.42,68953870.73,18203.2393690602
"050100010000","AUBURN CITY SCHOOL DISTRICT","2023-24",4169,713,7582776.94,10635.0307713885,92538453.44,84955676.5,20377.9507076037
"050100010000","AUBURN CITY SD","2024-25",3732,725,12407595.78,17113.9252137931,98855416.67,86447820.89,23163.9391452304
"050301040000","WEEDSPORT CENTRAL SCHOOL DISTRICT","2018-19",787,125,1804115.11,14432.92088,15817772.33,14013657.22,17806.4259466328
"050301040000","WEEDSPORT CENTRAL SCHOOL DISTRICT","2019-20",753,127,1749470,13775.3543307087,16097916,14348446,19055.0411686587
